ABB_DIST_NAME,STAT,LAST_UPDATE,JXTN_STAT,Jurisdiction Last Updated,STATE,COUNTY,JXTN,PARENT_JXTN,DIST_NAME,BYLAW_EFF,CHANGE_EXP,DIST_MAP,EXT_DIST,OVER,DIST_TYPE,AFF_DIST,ELD_DIST,1FDP,2FDP,3FDP,4FDP,1F_MIN_LOT,1F_MIN_LOT_UNITS,1F_FSET,1F_FSET_UNITS,1F_SSET,1F_SSET_UNITS,1F_RSET,1F_RSET_UNITS,1F_MAX_LOT_BLDG,1F_MAX_LOT_BLDG_UNITS,1F_MAX_LOT_IMP,1F_MAX_LOT_IMP_UNITS,1F_PARK,1F_PARK_UNITS,1F_STORIES,1F_STORIES_UNITS,1F_HEIGHT,1F_HEIGHT_UNITS,1F_FTA,1F_FTA_UNITS,1F_MIN_UNIT,1F_MIN_UNIT_UNITS,2F_AFF,2F_ELD,2F_MIN_LOT,2F_MIN_LOT_UNITS,2F_MAX_DENS,2F_MAX_DENS_UNITS,2F_FSET,2F_FSET_UNITS,2F_SSET,2F_SSET_UNITS,2F_RSET,2F_RSET_UNITS,2F_MAX_LOT_BLDG,2F_MAX_LOT_BLDG_UNITS,2F_MAX_LOT_IMP,2F_MAX_LOT_IMP_UNITS,2F_PARK_1BR,2F_PARK_1BR_UNITS,2F_PARK_2BR,2F_PARK_2BR_UNITS,2F_STORIES,2F_STORIES_UNITS,2F_HEIGHT,2F_HEIGHT_UNITS,2F_FTA,2F_FTA_UNITS,2F_MIN_UNIT,2F_MIN_UNIT_UNITS,3F_AFF,3F_ELD,3F_MIN_LOT,3F_MIN_LOT_UNITS,3F_MAX_DENS,3F_MAX_DENS_UNITS,3F_FSET,3F_FSET_UNITS,3F_SSET,3F_SSET_UNITS,3F_RSET,3F_RSET_UNITS,3F_MAX_LOT_BLDG,3F_MAX_LOT_BLDG_UNITS,3F_MAX_LOT_IMP,3F_MAX_LOT_IMP_UNITS,3F_PARK_1BR,3F_PARK_1BR_UNITS,3F_PARK_2BR,3F_PARK_2BR_UNITS,3F_CNXN_H2O,3F_CNXN_TRANSIT,3F_STORIES,3F_STORIES_UNITS,3F_HEIGHT,3F_HEIGHT_UNITS,3F_FTA,3F_FTA_UNITS,3F_MIN_UNIT,3F_MIN_UNIT_UNITS,3F_BEDROOMS,3F_BEDROOMS_UNITS,4F_AFF,4F_ELD,4F_MIN_LOT,4F_MIN_LOT_UNITS,4F_MAX_DENS,4F_MAX_DENS_UNITS,4F_FSET,4F_FSET_UNITS,4F_SSET,4F_SSET_UNITS,4F_RSET,4F_RSET_UNITS,4F_MAX_LOT_BLDG,4F_MAX_LOT_BLDG_UNITS,4F_MAX_LOT_IMP,4F_MAX_LOT_IMP_UNITS,4F_PARK_1BR,4F_PARK_1BR_UNITS,4F_PARK_2BR,4F_PARK_2BR_UNITS,4F_CNXN_H2O,4F_CNXN_TRANSIT,4F_STORIES,4F_STORIES_UNITS,4F_HEIGHT,4F_HEIGHT_UNITS,4F_FTA,4F_FTA_UNITS,4F_MIN_UNIT,4F_MIN_UNIT_UNITS,4F_BEDROOMS,4F_BEDROOMS_UNITS,4F_MAX_UNITS,4F_MAX_UNITS_UNITS,AFFDP,AFF_DEF,AFF_ELD_ONLY,AFF_MIN_LOT,AFF_MIN_LOT_UNITS,AFF_MAX_DENS,AFF_MAX_DENS_UNITS,AFF_PARK_1BR,AFF_PARK_1BR_UNITS,AFF_PARK_2BR,AFF_PARK_2BR_UNITS,AFF_CNXN_H2O,AFF_CNXN_TRANSIT,AFF_MIN_UNIT,AFF_MIN_UNIT_UNITS,AFF_BEDROOMS,AFF_BEDROOMS_UNITS,AFF_MAX_UNITS,AFF_MAX_UNIT_UNITS,ADUDP,ADU_EMP_REQD,ADU_RENTER_PROH,ADU_OWNER_REQD,ADU_ELD,ADU_MIN_LOT,ADU_MIN_LOT_UNITS,ADU_PARK,ADU_PARK_UNITS,ADU_PRIM_STRUC,ADU_MAX_PCT,ADU_MAX_PCT_UNITS,ADU_MAX_SIZE,ADU_MAX_SIZE_UNITS,ADU_BEDROOMS,ADU_BEDROOMS_UNITS,PRDDP,PRD_MHP,PRD_MIN_LOT,PRD_MIN_LOT_UNITS,PRD_MAX_DENS,PRD_MAX_DENS_UNITS,PRD_MAX_UNITS,PRD_MAX_UNITS_UNITS,SPNOTES,TTIPNOTES,5F_AFF,5F_ELD,5F_MIN_LOT,5F_MAX_DENS,5F_FSET,5F_SSET,5F_RSET,5F_MAX_LOT_BLDG,5F_MAX_LOT_IMP,5F_PARK_1BR,5F_PARK_2BR,5F_CNXN_H2O,5F_CNXN_TRANSIT,5F_STORIES,5F_FEET,5F_FTA,5F_MIN_UNIT,5F_BEDROOMS,5F_MAX_UNITS,BASE_DENS,1F_FRONT,2F_FRONT,3F_FRONT,4F_FRONT,5F_FRONT,PUD_SUBDV,PUD_THRESH,PUD_ALLOW,PUD_CONSERVE,GIS_ID
RR1,Completed,2024-02-23,In Progress,2024-02-27,Vermont,Lamoille County,Stowe (Town),,Agricultural and Rural Residential 1,2024-02-21,,Yes,No,No,Primarily Residential,No,No,Allowed/Conditional,Allowed/Conditional,Public Hearing,Public Hearing,1.0,Acres,50.0,Feet,30.0,Feet,40.0,Feet,,,,,2.0,Spaces per Unit,,,28.0,Feet,,,,,No,No,1.0,Acres per 2-Family,3.0,Units per Acre,50.0,Feet,30.0,Feet,40.0,Feet,,,,,2.0,Spaces per Unit,2.0,Spaces per Unit,,,28.0,Feet,,,,,No,No,1.0,Acres per 3-Family,3.0,Units per Acre,50.0,Feet,30.0,Feet,40.0,Feet,,,,,2.0,Spaces per Unit,2.0,Spaces per Unit,No,No,,,28.0,Feet,,,,,,,No,No,1.0,Acres per 4+-Family,3.0,Units per Acre,50.0,Feet,30.0,Feet,40.0,Feet,,,,,2.0,Spaces per Unit,2.0,Spaces per Unit,No,No,,,28.0,Feet,,,,,,,,,Allowed/Conditional,,No,,,,,2.0,Spaces per Unit,2.0,Spaces per Unit,No,No,,,,,,,Allowed/Conditional,No,No,No,No,,,2.0,Parking Spaces Add'l to Main Unit,No,30.0,Percent of Main Unit,1200.0,Square Feet,2.0,Bedrooms per Unit,Public Hearing,No,3.0,Acres per PRD,3.0,Units per Acre,,,,,f,f,,,,,,,,,,f,f,,,,,,,,,,,,,f,,t,t,
RR2,Completed,2024-02-23,In Progress,2024-02-27,Vermont,Lamoille County,Stowe (Town),,Agricultural and Rural Residential 2,2024-02-21,,Yes,No,No,Primarily Residential,No,No,Allowed/Conditional,Allowed/Conditional,Public Hearing,Public Hearing,2.0,Acres,60.0,Feet,50.0,Feet,50.0,Feet,,,,,2.0,Spaces per Unit,,,28.0,Feet,,,,,No,No,2.0,Acres per 2-Family,0.5,Units per Acre,60.0,Feet,50.0,Feet,50.0,Feet,,,,,2.0,Spaces per Unit,2.0,Spaces per Unit,,,28.0,Feet,,,,,No,No,2.0,Acres per 3-Family,0.5,Units per Acre,60.0,Feet,50.0,Feet,50.0,Feet,,,,,2.0,Spaces per Unit,2.0,Spaces per Unit,No,No,,,28.0,Feet,,,,,,,No,No,2.0,Acres per 4+-Family,0.5,Units per Acre,60.0,Feet,50.0,Feet,50.0,Feet,,,,,2.0,Spaces per Unit,2.0,Spaces per Unit,No,No,,,28.0,Feet,,,,,,,,,Allowed/Conditional,,No,,,,,2.0,Spaces per Unit,2.0,Spaces per Unit,No,No,,,,,,,Allowed/Conditional,No,No,No,No,,,2.0,Parking Spaces Add'l to Main Unit,No,30.0,Percent of Main Unit,1200.0,Square Feet,2.0,Bedrooms per Unit,Public Hearing,Yes,3.0,Acres per PRD,0.5,Units per Acre,,,,,f,f,,,,,,,,,,f,f,,,,,,,,,,,,,f,,t,t,
RR3,Completed,2024-02-23,In Progress,2024-02-27,Vermont,Lamoille County,Stowe (Town),,Agricultural and Rural Residential 3,2024-02-21,,Yes,No,No,Primarily Residential,No,No,Allowed/Conditional,Allowed/Conditional,Public Hearing,Public Hearing,3.0,Acres,70.0,Feet,60.0,Feet,60.0,Feet,,,,,2.0,Spaces per Unit,,,28.0,Feet,,,,,No,No,3.0,Acres per 2-Family,0.33,Units per Acre,70.0,Feet,60.0,Feet,60.0,Feet,,,,,2.0,Spaces per Unit,2.0,Spaces per Unit,,,28.0,Feet,,,,,No,No,3.0,Acres per 3-Family,0.33,Units per Acre,70.0,Feet,60.0,Feet,60.0,Feet,,,,,2.0,Spaces per Unit,2.0,Spaces per Unit,No,No,,,28.0,Feet,,,,,,,No,No,3.0,Acres per 4+-Family,0.33,Units per Acre,70.0,Feet,60.0,Feet,60.0,Feet,,,,,2.0,Spaces per Unit,2.0,Spaces per Unit,No,No,,,28.0,Feet,,,,,,,,,Allowed/Conditional,,No,,,,,2.0,Spaces per Unit,2.0,Spaces per Unit,No,No,,,,,,,Allowed/Conditional,No,No,No,No,,,2.0,Parking Spaces Add'l to Main Unit,No,30.0,Percent of Main Unit,1200.0,Square Feet,2.0,Bedrooms per Unit,Public Hearing,Yes,3.0,Acres per PRD,0.33,Units per Acre,,,,,f,f,,,,,,,,,,f,f,,,,,,,,,,,,,f,,t,t,
RR5,Completed,2024-02-23,In Progress,2024-02-27,Vermont,Lamoille County,Stowe (Town),,Agricultural and Rural Residential 5,2024-02-21,,Yes,No,No,Primarily Residential,No,No,Allowed/Conditional,Allowed/Conditional,Public Hearing,Public Hearing,5.0,Acres,70.0,Feet,75.0,Feet,75.0,Feet,,,,,2.0,Spaces per Unit,,,28.0,Feet,,,,,No,No,5.0,Acres per 2-Family,0.2,Units per Acre,70.0,Feet,75.0,Feet,75.0,Feet,,,,,2.0,Spaces per Unit,2.0,Spaces per Unit,,,28.0,Feet,,,,,No,No,5.0,Acres per 3-Family,0.2,Units per Acre,70.0,Feet,75.0,Feet,75.0,Feet,,,,,2.0,Spaces per Unit,2.0,Spaces per Unit,No,No,,,28.0,Feet,,,,,,,No,No,5.0,Acres per 4+-Family,0.2,Units per Acre,70.0,Feet,75.0,Feet,75.0,Feet,,,,,2.0,Spaces per Unit,2.0,Spaces per Unit,No,No,,,28.0,Feet,,,,,,,,,Allowed/Conditional,,No,,,,,2.0,Spaces per Unit,2.0,Spaces per Unit,No,No,,,,,,,Allowed/Conditional,No,No,No,No,,,2.0,Parking Spaces Add'l to Main Unit,No,30.0,Percent of Main Unit,1200.0,Square Feet,2.0,Bedrooms per Unit,Public Hearing,Yes,3.0,Acres per PRD,0.2,Units per Acre,,,,,f,f,,,,,,,,,,f,f,,,,,,,,,,,,,f,,t,t,
SH,Completed,2024-02-23,In Progress,2024-02-27,Vermont,Lamoille County,Stowe (Town),,Stowe Historic Overlay,2024-02-22,,Yes,No,Yes,Overlay not Affecting Use,No,No,Overlay,Overlay,Overlay,Overlay,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,Not Mentioned,,No,,Acres per Development,,Units per Acre,,Spaces per Unit,,Spaces per Unit,No,No,,Square Feet,,Bedrooms per Unit,,Units per Building,Not Mentioned,No,No,No,No,,Acres,,Parking Spaces Add'l to Main Unit,No,,Percent of Main Unit,,Square Feet,,Bedrooms per Unit,Not Mentioned,No,,Acres per PRD,,Units per Acre,,Units per PRD,,,f,f,,,,,,,,,,f,f,,,,,,,,,,,,,,,,,
SPO,Completed,2024-02-23,In Progress,2024-02-27,Vermont,Lamoille County,Stowe (Town),,Source Protection Overlay,2024-02-22,,Yes,No,Yes,Overlay not Affecting Use,No,No,Overlay,Overlay,Overlay,Overlay,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,Not Mentioned,,No,,Acres per Development,,Units per Acre,,Spaces per Unit,,Spaces per Unit,No,No,,Square Feet,,Bedrooms per Unit,,Units per Building,Not Mentioned,No,No,No,No,,Acres,,Parking Spaces Add'l to Main Unit,No,,Percent of Main Unit,,Square Feet,,Bedrooms per Unit,Not Mentioned,No,,Acres per PRD,,Units per Acre,,Units per PRD,,,f,f,,,,,,,,,,f,f,,,,,,,,,,,,,f,,t,t,
UMR,Completed,2024-02-23,In Progress,2024-02-27,Vermont,Lamoille County,Stowe (Town),,Upper Mountain Road,2024-02-21,,Yes,No,No,Mixed with Residential,No,No,Allowed/Conditional,Allowed/Conditional,Public Hearing,Public Hearing,1.0,Acres,50.0,Feet,50.0,Feet,50.0,Feet,8.0,Percent,,,2.0,Spaces per Unit,,,28.0,Feet,,,,,No,No,1.0,Acres per 2-Family,3.0,Units per Acre,50.0,Feet,50.0,Feet,50.0,Feet,8.0,Percent,,,2.0,Spaces per Unit,2.0,Spaces per Unit,,,28.0,Feet,,,,,No,No,1.0,Acres per 3-Family,3.0,Units per Acre,50.0,Feet,50.0,Feet,50.0,Feet,8.0,Percent,,,2.0,Spaces per Unit,2.0,Spaces per Unit,No,No,,,28.0,Feet,,,,,,,No,No,1.0,Acres per 4+-Family,3.0,Units per Acre,50.0,Feet,50.0,Feet,50.0,Feet,8.0,Percent,,,2.0,Spaces per Unit,2.0,Spaces per Unit,No,No,,,28.0,Feet,,,,,,,,,Allowed/Conditional,,No,,,,,2.0,Spaces per Unit,2.0,Spaces per Unit,No,No,,,,,,,Allowed/Conditional,No,No,No,No,,,2.0,Parking Spaces Add'l to Main Unit,No,30.0,Percent of Main Unit,1200.0,Square Feet,2.0,Bedrooms per Unit,Public Hearing,No,3.0,Acres per PRD,3.0,Units per Acre,,,,,f,f,,,,,,,,,,f,f,,,,,,,,,,,,,f,,t,t,
VC 10,Completed,2024-02-23,In Progress,2024-02-27,Vermont,Lamoille County,Stowe (Town),,Village Commercial 10,2024-02-21,,Yes,No,No,Mixed with Residential,No,No,Allowed/Conditional,Allowed/Conditional,Public Hearing,Public Hearing,0.23,Acres,10.0,Feet,10.0,Feet,10.0,Feet,50.0,Percent,,,1.0,Spaces per Unit,,,28.0,Feet,,,,,No,No,0.23,Acres per 2-Family,17.42,Units per Acre,10.0,Feet,10.0,Feet,10.0,Feet,50.0,Percent,,,1.0,Spaces per Unit,1.0,Spaces per Unit,,,28.0,Feet,,,,,No,No,0.23,Acres per 3-Family,17.42,Units per Acre,10.0,Feet,10.0,Feet,10.0,Feet,50.0,Percent,,,1.0,Spaces per Unit,1.0,Spaces per Unit,No,No,,,28.0,Feet,,,,,,,No,No,0.23,Acres per 4+-Family,17.42,Units per Acre,10.0,Feet,10.0,Feet,10.0,Feet,50.0,Percent,,,1.0,Spaces per Unit,1.0,Spaces per Unit,No,No,,,28.0,Feet,,,,,,,,,Allowed/Conditional,,No,,,26.14,Units per Acre,1.0,Spaces per Unit,1.0,Spaces per Unit,No,No,,,,,,,Allowed/Conditional,No,No,No,No,,,1.0,Parking Spaces Add'l to Main Unit,No,30.0,Percent of Main Unit,1200.0,Square Feet,2.0,Bedrooms per Unit,Public Hearing,No,3.0,Acres per PRD,26.14,Units per Acre,,,,,f,f,,,,,,,,,,f,f,,,,,,,,,,,,,f,,t,t,
VC 30,Completed,2024-02-23,In Progress,2024-02-27,Vermont,Lamoille County,Stowe (Town),,Village Commercial 30,2024-02-21,,Yes,No,No,Mixed with Residential,No,No,Allowed/Conditional,Allowed/Conditional,Public Hearing,Public Hearing,0.46,Acres,10.0,Feet,20.0,Feet,20.0,Feet,30.0,Percent,,,2.0,Spaces per Unit,,,28.0,Feet,,,,,No,No,0.46,Acres per 2-Family,6.22,Units per Acre,10.0,Feet,20.0,Feet,20.0,Feet,30.0,Percent,,,2.0,Spaces per Unit,2.0,Spaces per Unit,,,28.0,Feet,,,,,No,No,0.46,Acres per 3-Family,6.22,Units per Acre,10.0,Feet,20.0,Feet,20.0,Feet,30.0,Percent,,,2.0,Spaces per Unit,2.0,Spaces per Unit,No,No,,,28.0,Feet,,,,,,,No,No,0.46,Acres per 4+-Family,6.22,Units per Acre,10.0,Feet,20.0,Feet,20.0,Feet,30.0,Percent,,,2.0,Spaces per Unit,2.0,Spaces per Unit,No,No,,,28.0,Feet,,,,,,,,,Allowed/Conditional,,No,,,9.33,Units per Acre,2.0,Spaces per Unit,2.0,Spaces per Unit,No,No,,,,,,,Allowed/Conditional,No,No,No,No,,,2.0,Parking Spaces Add'l to Main Unit,No,30.0,Percent of Main Unit,1200.0,Square Feet,2.0,Bedrooms per Unit,Public Hearing,No,3.0,Acres per PRD,9.33,Units per Acre,,,,,f,f,,,,,,,,,,f,f,,,,,,,,,,,,,f,,t,t,
VR 20,Completed,2024-02-23,In Progress,2024-02-27,Vermont,Lamoille County,Stowe (Town),,Village Residential 20,2024-02-21,,Yes,No,No,Primarily Residential,No,No,Allowed/Conditional,Allowed/Conditional,Public Hearing,Public Hearing,0.69,Acres,20.0,Feet,10.0,Feet,40.0,Feet,30.0,Percent,,,2.0,Spaces per Unit,,,28.0,Feet,,,,,No,No,0.69,Acres per 2-Family,4.36,Units per Acre,20.0,Feet,10.0,Feet,40.0,Feet,30.0,Percent,,,2.0,Spaces per Unit,2.0,Spaces per Unit,,,28.0,Feet,,,,,No,No,0.69,Acres per 3-Family,4.36,Units per Acre,20.0,Feet,10.0,Feet,40.0,Feet,30.0,Percent,,,2.0,Spaces per Unit,2.0,Spaces per Unit,No,No,,,28.0,Feet,,,,,,,No,No,0.69,Acres per 4+-Family,4.36,Units per Acre,20.0,Feet,10.0,Feet,40.0,Feet,30.0,Percent,,,2.0,Spaces per Unit,2.0,Spaces per Unit,No,No,,,28.0,Feet,,,,,,,,,Allowed/Conditional,,No,,,,,2.0,Spaces per Unit,2.0,Spaces per Unit,No,No,,,,,,,Allowed/Conditional,No,No,No,No,,,2.0,Parking Spaces Add'l to Main Unit,No,30.0,Percent of Main Unit,1200.0,Square Feet,2.0,Bedrooms per Unit,Public Hearing,No,3.0,Acres per PRD,4.36,Units per Acre,,,,,f,f,,,,,,,,,,f,f,,,,,,,,,,,,,f,,t,t,
VR 40,Completed,2024-02-23,In Progress,2024-02-27,Vermont,Lamoille County,Stowe (Town),,Village Residential 40,2024-02-21,,Yes,No,No,Primarily Residential,No,No,Allowed/Conditional,Allowed/Conditional,Public Hearing,Public Hearing,0.92,Acres,30.0,Feet,25.0,Feet,50.0,Feet,15.0,Percent,,,2.0,Spaces per Unit,,,28.0,Feet,,,,,No,No,0.92,Acres per 2-Family,2.18,Units per Acre,30.0,Feet,25.0,Feet,50.0,Feet,15.0,Percent,,,2.0,Spaces per Unit,2.0,Spaces per Unit,,,28.0,Feet,,,,,No,No,0.92,Acres per 3-Family,2.18,Units per Acre,30.0,Feet,25.0,Feet,50.0,Feet,15.0,Percent,,,2.0,Spaces per Unit,2.0,Spaces per Unit,No,No,,,28.0,Feet,,,,,,,No,No,0.92,Acres per 4+-Family,2.18,Units per Acre,30.0,Feet,25.0,Feet,50.0,Feet,15.0,Percent,,,2.0,Spaces per Unit,2.0,Spaces per Unit,No,No,,,28.0,Feet,,,,,,,,,Allowed/Conditional,,No,,,,,2.0,Spaces per Unit,2.0,Spaces per Unit,No,No,,,,,,,Allowed/Conditional,No,No,No,No,,,2.0,Parking Spaces Add'l to Main Unit,No,30.0,Percent of Main Unit,1200.0,Square Feet,2.0,Bedrooms per Unit,Public Hearing,No,3.0,Acres per PRD,2.18,Units per Acre,,,,,f,f,,,,,,,,,,f,f,,,,,,,,,,,,,f,,t,t,
WBCS,Completed,2024-02-23,In Progress,2024-02-27,Vermont,Lamoille County,Stowe (Town),,West Branch Community Service,2024-02-21,,Yes,No,No,Mixed with Residential,No,No,Allowed/Conditional,Allowed/Conditional,Public Hearing,Public Hearing,1.0,Acres,60.0,Feet,35.0,Feet,35.0,Feet,35.0,Percent,,,2.0,Spaces per Unit,,,28.0,Feet,,,,,No,No,1.0,Acres per 2-Family,2.0,Units per Acre,60.0,Feet,35.0,Feet,35.0,Feet,35.0,Percent,,,2.0,Spaces per Unit,2.0,Spaces per Unit,,,28.0,Feet,,,,,No,No,1.0,Acres per 3-Family,2.0,Units per Acre,60.0,Feet,35.0,Feet,35.0,Feet,35.0,Percent,,,2.0,Spaces per Unit,2.0,Spaces per Unit,No,No,,,28.0,Feet,,,,,,,No,No,1.0,Acres per 4+-Family,2.0,Units per Acre,60.0,Feet,35.0,Feet,35.0,Feet,35.0,Percent,,,2.0,Spaces per Unit,2.0,Spaces per Unit,No,No,,,28.0,Feet,,,,,,,,,Allowed/Conditional,,No,,,,,2.0,Spaces per Unit,2.0,Spaces per Unit,No,No,,,,,,,Allowed/Conditional,No,No,No,No,,,2.0,Parking Spaces Add'l to Main Unit,No,30.0,Percent of Main Unit,1200.0,Square Feet,2.0,Bedrooms per Unit,Public Hearing,No,3.0,Acres per PRD,2.0,Units per Acre,,,,,f,f,,,,,,,,,,f,f,,,,,,,,,,,,,f,,t,t,
